No ,Kode ,Title,Harga 20%,Harga Dasar,Deskripsi Pendek,,Warna ,,Bahan ,,Ukuran ,,Keterangan,,Heels,stok,Berat,Kategori,Featured Image,Gambar ,,,stock
422,LFL 118,LFL 118,162000,135000,"Warna:Coklat Crem,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Coklat Crem,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,422.jpg,422.jpg,422,.jpg,1
423,LLM 709,LLM 709,168192,140160,"Warna:Hitam Merah,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Hitam Merah,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,423.jpg,423.jpg,423,.jpg,1
424,LLM 902,LLM 902,168192,140160,"Warna:Hitam Tosca,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:6 cm",Warna:,Hitam Tosca,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,424.jpg,424.jpg,424,.jpg,1
425,LDX 906,LDX 906,228960,190800,"Warna:Hitam,Bahan:Kulit Super,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:5 cm",Warna:,Hitam,",Bahan:",Kulit Super,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,425.jpg,425.jpg,425,.jpg,1
426,LTM 542,LTM 542,184032,153360,"Warna:Kuning Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:10 cm",Warna:,Kuning Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",10 cm,instock,1,Sandal->Sandal Wanita,426.jpg,426.jpg,426,.jpg,1
427,LDX 641,LDX 641,201456,167880,"Warna:Coklat,Bahan:Kulit Super,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit Super,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,427.jpg,427.jpg,427,.jpg,1
428,LGB 076,LGB 076,152208,126840,"Warna:Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:3 cm",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",3 cm,instock,1,Sandal->Sandal Wanita,428.jpg,428.jpg,428,.jpg,1
429,LDX 087,LDX 087,193968,161640,"Warna:Hitam,Bahan:Kulit Super,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:3 cm",Warna:,Hitam,",Bahan:",Kulit Super,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",3 cm,instock,1,Sandal->Sandal Wanita,429.jpg,429.jpg,429,.jpg,1
430,LDX 382,LDX 382,201456,167880,"Warna:Putih,Bahan:Kulit Super,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Putih,",Bahan:",Kulit Super,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,430.jpg,430.jpg,430,.jpg,1
431,LTC 955,LTC 955,154080,128400,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,431.jpg,431.jpg,431,.jpg,1
432,LTC 629,LTC 629,154080,128400,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,432.jpg,432.jpg,432,.jpg,1
433,LYN 372,LYN 372,162432,135360,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,433.jpg,433.jpg,433,.jpg,1
434,LNA 830,LNA 830,155232,129360,"Warna:Pink Muda,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Pink Muda,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,434.jpg,434.jpg,434,.jpg,1
435,LYN 559,LYN 559,157248,131040,"Warna:Ungu,Bahan:Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Ungu,",Bahan:",Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,435.jpg,435.jpg,435,.jpg,1
436,LLA 510,LLA 510,154080,128400,"Warna:Biru Hijau,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Biru Hijau,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,436.jpg,436.jpg,436,.jpg,1
437,LMV 216,LMV 216,154080,128400,"Warna:Biru,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Biru,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,437.jpg,437.jpg,437,.jpg,1
438,LDD 449,LDD 449,150912,125760,"Warna:Hitam Putih,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Hitam Putih,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,438.jpg,438.jpg,438,.jpg,1
439,LME 837,LME 837,148176,123480,"Warna:Putih Kombinasi,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Putih Kombinasi,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,439.jpg,439.jpg,439,.jpg,1
440,LTD 602,LTD 602,176544,147120,"Warna:Ungu,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Ungu,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,440.jpg,440.jpg,440,.jpg,1
441,LSE 116,LSE 116,157536,131280,"Warna:Marun,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Marun,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,441.jpg,441.jpg,441,.jpg,1
442,LRX 555,LRX 555,150336,125280,"Warna:Biru,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Biru,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,442.jpg,442.jpg,442,.jpg,1
443,LTD 524,LTD 524,155232,129360,"Warna:Crem,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Crem,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,443.jpg,443.jpg,443,.jpg,1
444,LMV 338,LMV 338,157536,131280,"Warna:Biru,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Biru,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,444.jpg,444.jpg,444,.jpg,1
445,LTR 385,LTR 385,151776,126480,"Warna:Ungu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Ungu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,445.jpg,445.jpg,445,.jpg,1
446,LSE 779,LSE 779,157536,131280,"Warna:Coklat Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,446.jpg,446.jpg,446,.jpg,1
447,LSW 917,LSW 917,183456,152880,"Warna:Hitam Putih,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Hitam Putih,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,447.jpg,447.jpg,447,.jpg,1
448,LLA 207,LLA 207,155232,129360,"Warna:Biru,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Karet,Heels:",Warna:,Biru,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,448.jpg,448.jpg,448,.jpg,1
449,LSE 335,LSE 335,157536,131280,"Warna:Hijau Kuning,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Hijau Kuning,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,449.jpg,449.jpg,449,.jpg,1
450,LLA 123,LLA 123,155232,129360,"Warna:Hitam,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Karet,Heels:",Warna:,Hitam,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,450.jpg,450.jpg,450,.jpg,1
451,LLA 814,LLA 814,150336,125280,"Warna:Hitam Putih,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Hitam Putih,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,451.jpg,451.jpg,451,.jpg,1
452,LAY 137,LAY 137,175536,146280,"Warna:Merah,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Karet,Heels:",Warna:,Merah,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,452.jpg,452.jpg,452,.jpg,1
453,LDG 211,LDG 211,143136,119280,"Warna:Coklat Merah Muda,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:",Warna:,Coklat Merah Muda,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Wanita,453.jpg,453.jpg,453,.jpg,1
454,LTV 394,LTV 394,147456,122880,"Warna:Coklat Crem,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat Crem,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,454.jpg,454.jpg,454,.jpg,1
455,LFS 945,LFS 945,143712,119760,"Warna:Kuning Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Kuning Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,455.jpg,455.jpg,455,.jpg,1
456,LKS 646,LKS 646,164160,136800,"Warna:Coklat Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,456.jpg,456.jpg,456,.jpg,1
457,LKS 677,LKS 677,155088,129240,"Warna:Hitam Merah,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Hitam Merah,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,457.jpg,457.jpg,457,.jpg,1
458,LSI 036,LSI 036,157536,131280,"Warna:Putih Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Putih Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,458.jpg,458.jpg,458,.jpg,1
459,LRD 069,LRD 069,160416,133680,"Warna:Coklat Abu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat Abu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,459.jpg,459.jpg,459,.jpg,1
460,LFS 422,LFS 422,140832,117360,"Warna:Putih Abu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Putih Abu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,460.jpg,460.jpg,460,.jpg,1
461,LTV 717,LTV 717,150912,125760,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Wanita,461.jpg,461.jpg,461,.jpg,1
462,LTP 270,LTP 270,150912,125760,"Warna:Merah Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:",Warna:,Merah Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Wanita,462.jpg,462.jpg,462,.jpg,1
463,LMS 246,LMS 246,183456,152880,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,463.jpg,463.jpg,463,.jpg,1
464,LSI 888,LSI 888,160416,133680,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,464.jpg,464.jpg,464,.jpg,1
465,LIS 101,LIS 101,141840,118200,"Warna:Coklat Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:",Warna:,Coklat Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Wanita,465.jpg,465.jpg,465,.jpg,1
466,LLV 776,LLV 776,153216,127680,"Warna:Ungu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Karet,Heels:",Warna:,Ungu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,466.jpg,466.jpg,466,.jpg,1
467,LSE 277,LSE 277,157536,131280,"Warna:Coklat Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,467.jpg,467.jpg,467,.jpg,1
468,LGB 964,LGB 964,157536,131280,"Warna:Tosca Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Tosca Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,468.jpg,468.jpg,468,.jpg,1
469,LAO 884,LAO 884,157536,131280,"Warna:Coklat Tua,Bahan:Kulit,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat Tua,",Bahan:",Kulit,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,469.jpg,469.jpg,469,.jpg,1
470,LTO 286,LTO 286,144000,120000,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,470.jpg,470.jpg,470,.jpg,1
471,LIS 913,LIS 913,150480,125400,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,471.jpg,471.jpg,471,.jpg,1
472,LAX 551,LAX 551,156240,130200,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,472.jpg,472.jpg,472,.jpg,1
473,LIS 424,LIS 424,141840,118200,"Warna:Crem Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:",Warna:,Crem Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Wanita,473.jpg,473.jpg,473,.jpg,1
474,LLV 283,LLV 283,153504,127920,"Warna:Ungu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Karet,Heels:",Warna:,Ungu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,474.jpg,474.jpg,474,.jpg,1
475,LAS 226,LAS 226,140832,117360,"Warna:Ungu Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Ungu Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,475.jpg,475.jpg,475,.jpg,1
476,LTO 895,LTO 895,143136,119280,"Warna:Putih Ungu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Putih Ungu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,476.jpg,476.jpg,476,.jpg,1
477,LFS 332,LFS 332,135648,113040,"Warna:Coklat Biru,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Coklat Biru,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,477.jpg,477.jpg,477,.jpg,1
478,LIS 128,LIS 128,151920,126600,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,478.jpg,478.jpg,478,.jpg,1
479,LIS 592,LIS 592,144000,120000,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",,instock,1,Sandal->Sandal Wanita,479.jpg,479.jpg,479,.jpg,1
480,LLV 403,LLV 403,153216,127680,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:4 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",4 cm,instock,1,Sandal->Sandal Wanita,480.jpg,480.jpg,480,.jpg,1
481,LMS 696,LMS 696,170640,142200,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:5 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,481.jpg,481.jpg,481,.jpg,1
482,LLV 650,LLV 650,156096,130080,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:6 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,482.jpg,482.jpg,482,.jpg,1
483,LAY 898,LAY 898,223776,186480,"Warna:Biru Coklat,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Biru Coklat,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,483.jpg,483.jpg,483,.jpg,1
484,LFM 972,LFM 972,210816,175680,"Warna:Abu,Bahan:Kulit,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Abu,",Bahan:",Kulit,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,484.jpg,484.jpg,484,.jpg,1
485,LNG 547,LNG 547,203616,169680,"Warna:Hitam,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,485.jpg,485.jpg,485,.jpg,1
486,LMF 494,LMF 494,248976,207480,"Warna:Coklat,Bahan:Kulit Buck,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",Kulit Buck,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,486.jpg,486.jpg,486,.jpg,1
487,LSS 389,LSS 389,207360,172800,"Warna:Coklat Biru,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat Biru,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,487.jpg,487.jpg,487,.jpg,1
488,LFM 231,LFM 231,199440,166200,"Warna:Hitam Abu,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Hitam Abu,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,488.jpg,488.jpg,488,.jpg,1
489,LAY 612,LAY 612,190656,158880,"Warna:Hitam Merah,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam Merah,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,489.jpg,489.jpg,489,.jpg,1
490,LAY 626,LAY 626,195696,163080,"Warna:Coklat,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,490.jpg,490.jpg,490,.jpg,1
491,LAY 471,LAY 471,210816,175680,"Warna:Biru,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Biru,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,491.jpg,491.jpg,491,.jpg,1
492,LDN 582,LDN 582,187200,156000,"Warna:Abu,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Abu,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,492.jpg,492.jpg,492,.jpg,1
493,LSM 577,LSM 577,200736,167280,"Warna:Biru,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Biru,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,493.jpg,493.jpg,493,.jpg,1
494,LAY 210,LAY 210,204192,170160,"Warna:Coklat,Bahan:PU-PVC,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,494.jpg,494.jpg,494,.jpg,1
495,LCN 638,LCN 638,195696,163080,"Warna:Coklat,Bahan:Kulit,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Coklat,",Bahan:",Kulit,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,495.jpg,495.jpg,495,.jpg,1
496,LNY 993,LNY 993,204192,170160,"Warna:Biru Kombinasi,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol Karet,Heels:",Warna:,Biru Kombinasi,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sepatu->Sepatu Pria,496.jpg,496.jpg,496,.jpg,1
497,LAY 900,LAY 900,198576,165480,"Warna:Coklat,Bahan:PU-PVC,Ukuran:39 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",39 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,497.jpg,497.jpg,497,.jpg,1
498,LNG 478,LNG 478,204192,170160,"Warna:Hitam,Bahan:Canvas,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",Canvas,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,498.jpg,498.jpg,498,.jpg,1
499,LMX 882,LMX 882,190656,158880,"Warna:Coklat,Bahan:PU-PVC,Ukuran:38 - 43,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",38 - 43,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,499.jpg,499.jpg,499,.jpg,1
